,site_id,species,cover,fire,sev,fire_yr,tsf,tsf_cat,tree_cov,shrub_cov,herb_cov,bare_cov,slope,aspect,mo,day,yr,dist_to_edge,notes,lat,lon,elev
10,12,POCO,0.5,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
11,12,POIM,0.5,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
12,12,PETR,0.5,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
13,12,GABO,0.5,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
14,12,ARDI,0.5,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
15,12,FEOC,0.5,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
16,12,MECA,0.5,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
26,16,TRLA,0.5,swillup,h,2001,17,3,15,75,1,5,45,150,7,7,2018,60,,41.585014,-123.526083,464
27,16,LOHI,0.5,swillup,h,2001,17,3,15,75,1,5,45,150,7,7,2018,60,,41.585014,-123.526083,464
1071,16,NODE,35,swillup,h,2001,17,3,15,75,1,5,45,150,7,7,2018,60,,41.585014,-123.526083,464
1072,16,CEIN,35,swillup,h,2001,17,3,15,75,1,5,45,150,7,7,2018,60,,41.585014,-123.526083,464
1073,16,ARME,10,swillup,h,2001,17,3,15,75,1,5,45,150,7,7,2018,60,,41.585014,-123.526083,464
1074,16,TODI,3,swillup,h,2001,17,3,15,75,1,5,45,150,7,7,2018,60,,41.585014,-123.526083,464
1075,16,QUCH,30,swillup,h,2001,17,3,15,75,1,5,45,150,7,7,2018,60,,41.585014,-123.526083,464
1076,16,PSME,1,swillup,h,2001,17,3,15,75,1,5,45,150,7,7,2018,60,,41.585014,-123.526083,464
1077,16,ARVI,1,swillup,h,2001,17,3,15,75,1,5,45,150,7,7,2018,60,,41.585014,-123.526083,464
1078,16,RIRO,1,swillup,h,2001,17,3,15,75,1,5,45,150,7,7,2018,60,,41.585014,-123.526083,464
1103,12,ARME,20,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
1104,12,QUCH,45,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
1105,12,CEIN,10,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
1106,12,PSME,5,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
1107,12,GAFR,5,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
1108,12,TODI,15,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
1109,12,RIRO,1,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
1110,12,ARVI,0.5,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
1111,12,PILA,0,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
1112,12,NODE,3,swillup,h,2001,17,3,45,35,1,30,42,140,7,9,2018,80,,41.58386199,-123.5254,375
99,42,PYAP,0.5,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
100,42,RUUR,0.5,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
101,42,WHMO,0.5,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
102,42,TRLA,0.5,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
103,42,KOST,0.5,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
104,42,MECA,0.5,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
105,42,COHE,0.5,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
133,46,ACTR,1,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
134,46,PTAQ,1,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
135,46,RUUR,1,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
136,46,TRLA,1,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
137,46,PYPI,0.5,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
138,46,PRHO,0.5,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
139,46,PLEL,0.5,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
140,46,ARDI,0.5,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
358,56,DAPU,3,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
359,56,SI,0.5,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
360,56,MAGR,1,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
361,56,LOXX,1,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
362,56,CLPU,1,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
363,56,CAOC,0.5,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
364,56,ELGL,0.5,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
365,56,SACR,0.5,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
366,56,GATR,0.5,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
367,56,CLRH,0.5,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
368,56,DIID,0.5,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
369,56,AGGR,0.5,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
370,56,MECA,1,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
371,56,ACMI,0.5,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
372,56,CYGR,0.5,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
432,58,TRLA,2,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
433,58,OSBE,2,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
434,58,VIAM,3,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
435,58,POIM,1,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
436,58,MECA,3,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
437,58,LOHI,3,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
438,58,MANE,5,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
439,58,CASC,0.5,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
440,58,RULE,1,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
441,58,PRHO,2,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
442,58,MAGR,1,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
443,58,GABO,0.5,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
444,58,FEMI,0.5,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
720,58,ACMA,45,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
721,58,QUCH,20,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
722,58,PSME,15,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
723,58,CONU,25,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
724,58,CEIN,40,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
725,58,COCO,25,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
726,58,RIRO,5,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
727,58,TODI,10,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
728,58,ROGY,3,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
729,58,SANIG,3,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
730,58,SYMO,5,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
731,58,PIPO,1,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
732,58,PHLE,5,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
733,58,ARME,0,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
734,58,CADE,0,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
735,58,RISA,1,hotelling,h,1987,31,3,5,80,30,25,60,270,6,17,2018,200,,41.222954,-123.290046,869
754,56,CEIN,5,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
755,56,QUCH,40,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
756,56,QUGA,25,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
757,56,QUKE,30,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
758,56,PIPO,15,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
759,56,TODI,10,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
760,56,CADE,3,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
761,56,PSME,5,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
762,56,AMAL,1,hotelling,h,1987,31,3,60,70,3,40,50,132,6,19,2018,9,,41.23075504,-123.283287,705
975,46,NODE,70,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
976,46,ARME,40,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
977,46,TODI,5,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
978,46,PSME,5,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
979,46,QUCH,10,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
980,46,COCO,5,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
981,46,MANE,0.5,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
982,46,ROGY,0.5,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
983,46,CONU,5,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
984,46,HODI,0.5,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
985,46,QUKE,0.5,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
986,46,RUPA,1,king_titus,h,1987,31,3,75,40,10,25,40,112,7,1,2018,100,,41.66806499,-123.371474,1002
1017,42,QUKE,20,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
1018,42,PSME,30,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
1019,42,ARME,50,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
1020,42,TODI,20,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
1021,42,MANE,5,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
1022,42,HODI,5,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
1023,42,NODE,1,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
1024,42,CEIN,1,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
1025,42,SYMO,0.5,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
1026,42,COCO,0,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
1027,42,SASC,0,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
1028,42,QUCH,5,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
1029,42,ACMA,0,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
1030,42,PTAQ,1,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
1031,42,PIPO,1,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
1032,42,ROGY,0.5,king_titus,h,1987,31,3,85,20,10,80,40,87,7,3,2018,100,,41.66455097,-123.370817,1014
106,20,TRLA,2,happy_camp,l,2014,4,1,60,45,15,60,25,238,7,2,2018,100,,41.649745,-123.271858,1043
107,20,PTAQ,0.5,happy_camp,l,2014,4,1,60,45,15,60,25,238,7,2,2018,100,,41.649745,-123.271858,1043
108,20,ACTR,0.5,happy_camp,l,2014,4,1,60,45,15,60,25,238,7,2,2018,100,,41.649745,-123.271858,1043
109,20,MARA,0.5,happy_camp,l,2014,4,1,60,45,15,60,25,238,7,2,2018,100,,41.649745,-123.271858,1043
110,20,PYPI,0.5,happy_camp,l,2014,4,1,60,45,15,60,25,238,7,2,2018,100,,41.649745,-123.271858,1043
